iter	Logloss
390	0.4017012184
391	0.4016349731
392	0.4015706384
393	0.401470118
394	0.401415342
395	0.4013193099
396	0.4012527444
397	0.4012025859
398	0.4010944556
399	0.4010295603
400	0.4009665506
401	0.4008992882
402	0.4008298092
403	0.4007628218
404	0.4006605338
405	0.4006124259
406	0.4005355387
407	0.4004622146
408	0.4004173742
409	0.4003490209
410	0.4002865352
411	0.4002126017
412	0.400143501
413	0.4000825621
414	0.4000299993
415	0.3999854756
416	0.3999272117
417	0.3998335902
418	0.3997616571
419	0.3997039274
420	0.3996515492
421	0.3995900373
422	0.3995055952
423	0.3994534656
424	0.3994353919
425	0.3993836356
426	0.3993099817
427	0.3992534831
428	0.3991888014
429	0.3991353858
430	0.3990725959
431	0.3990081542
432	0.3989322599
433	0.3988877819
434	0.3988352314
435	0.3987800877
436	0.3986893745
437	0.3986326138
438	0.3985446665
439	0.398453945
440	0.3983950356
441	0.3983488489
442	0.3982657377
443	0.3982154892
444	0.3981784979
445	0.3980914853
446	0.398009834
447	0.3979212509
448	0.3978249552
449	0.3977491276
450	0.3977139999
451	0.3976497549
452	0.3975882796
453	0.3975254288
454	0.3974824508
455	0.3974180962
456	0.397359917
457	0.3973090758
458	0.3972134814
459	0.397170403
460	0.3971094704
461	0.3970621953
462	0.3969902074
463	0.3969526458
464	0.3968886693
465	0.3968383679
466	0.3967658913
467	0.3966953892
468	0.396599099
469	0.3965440117
470	0.3964229529
471	0.3963751418
472	0.3963225928
473	0.396232745
474	0.3961418045
475	0.3960857918
476	0.3960032697
477	0.3959352987
478	0.395873638
479	0.3958183427
480	0.395782498
481	0.3957401603
482	0.3956692103
483	0.3956031784
484	0.3955857847
485	0.3955247524
486	0.3954422806
487	0.3953863221
488	0.3953143123
489	0.3952667334
490	0.3952265171
491	0.3951949739
492	0.3951552841
493	0.3950842311
494	0.3950239898
495	0.3949961629
496	0.3949476343
497	0.3949120155
498	0.3948695923
499	0.3948267745
500	0.3947604976
501	0.3947093374
502	0.394677977
503	0.394630532
504	0.3945838818
505	0.3945401461
506	0.3944945288
507	0.3944334756
508	0.3943700047
509	0.3943173241
510	0.3942758499
511	0.3942382076
512	0.3941821092
513	0.3941147428
514	0.3940025692
515	0.3939501678
516	0.3938950231
517	0.3938356711
518	0.3937816212
519	0.3937352788
520	0.3936586564
521	0.393630119
522	0.3935760288
523	0.3935128685
524	0.3933948461
525	0.3933328618
526	0.3932691858
527	0.3932102971
528	0.393139642
529	0.3930691419
530	0.3930248179
531	0.393005357
532	0.392965791
533	0.3928973841
534	0.3928553688
535	0.3927920593
536	0.3927445696
537	0.3926717588
538	0.39262715
539	0.3925596046
540	0.3924964441
541	0.3924694415
542	0.3924100564
543	0.3923426978
544	0.3922962092
545	0.3922443368
546	0.3921775056
547	0.3921357733
548	0.3920614922
549	0.3920062582
550	0.3919482344
551	0.391862509
552	0.3918226951
553	0.3917778018
554	0.3917230652
555	0.39167996
556	0.3916376885
557	0.391584271
558	0.3915398897
559	0.3914926061
560	0.3914284012
561	0.3913841625
562	0.3913262052
563	0.3912944085
564	0.3912647403
565	0.3912144016
566	0.3911543682
567	0.3911236492
568	0.3910900346
569	0.3910548162
570	0.3910325173
571	0.3909933788
572	0.390933355
573	0.3908940585
574	0.3908614074
575	0.3908087775
576	0.3907373564
577	0.3907025425
578	0.3906620975
579	0.3905819241
580	0.3905437378
581	0.3904955933
582	0.3904333808
583	0.390383887
584	0.3903386651
585	0.3902866313
586	0.3902695894
587	0.3902420934
588	0.3901973853
589	0.3901382789
590	0.3900773856
591	0.3900480231
592	0.3900008479
593	0.3899422688
594	0.3898928936
595	0.389874065
596	0.3898340174
597	0.3897761706
598	0.3897296421
599	0.3896962091
600	0.3896662257
601	0.3896214102
602	0.3895961635
603	0.3895581539
604	0.3895161236
605	0.3894792997
606	0.3894484609
607	0.3894213444
608	0.3893761751
609	0.3893454914
610	0.3892992971
611	0.3892686361
612	0.3892373237
613	0.3892056283
614	0.389168483
615	0.3891366469
616	0.3891143081
617	0.3890481848
618	0.3890053313
619	0.3889625526
620	0.388888715
621	0.3888061022
622	0.3887774031
623	0.3887206993
624	0.3886591721
625	0.3886315804
626	0.3885977687
627	0.3885369433
628	0.3884979302
629	0.3884602518
630	0.3884154963
631	0.3883484604
632	0.3882952726
633	0.3882525762
634	0.3881978166
635	0.3881541873
636	0.388109824
637	0.3880769684
638	0.3880324721
639	0.3880019829
640	0.3879711701
641	0.3879225618
642	0.3878770364
643	0.3878155862
644	0.387775104
645	0.3877364751
646	0.3877054948
647	0.3876600273
648	0.387602698
649	0.3875573524
650	0.387525349
651	0.3874778647
652	0.3874480057
653	0.3874198251
654	0.3873822849
655	0.3873300029
656	0.3872895498
657	0.3872633945
658	0.387242655
659	0.3871921026
660	0.3871435395
661	0.387103759
662	0.38707309
663	0.3870301826
664	0.3869884925
665	0.3869586692
666	0.386910637
667	0.3868220314
668	0.386775922
669	0.3867431162
670	0.3866947284
671	0.3866331452
672	0.3865843742
673	0.3865582759
674	0.3865268239
675	0.3864838315
676	0.3864359658
677	0.3864029729
678	0.3863622077
679	0.386310073
680	0.3862537427
681	0.386207779
682	0.3861852159
683	0.3861447991
684	0.3860976823
685	0.3860515414
686	0.3860150882
687	0.3859797356
688	0.3859553944
689	0.3859317471
690	0.3858912862
691	0.3858167269
692	0.3857651014
693	0.3857224377
694	0.3856793426
695	0.3856238037
696	0.3855936687
697	0.3855645365
698	0.3855376319
699	0.3854964501
700	0.3854350754
701	0.3853854895
702	0.3853464529
703	0.385319372
704	0.3852965043
705	0.3852512435
706	0.3852181064
707	0.3851906651
708	0.3851541485
709	0.3851153316
710	0.3850783209
711	0.3850451061
712	0.3850041355
713	0.3849686642
714	0.3849438562
715	0.3849009479
716	0.3848257142
717	0.3847885023
718	0.3847524787
719	0.3847089281
720	0.3846338949
721	0.3846070682
722	0.3845614032
723	0.3845208891
724	0.3844706258
725	0.3844293566
726	0.384398356
727	0.3843797523
728	0.3843250351
729	0.3842727946
730	0.3842255929
731	0.3841748322
732	0.3841242093
733	0.3840980365
734	0.3840601908
735	0.3840413595
736	0.3839744106
737	0.3839431915
738	0.3839075143
739	0.3838620491
740	0.38383342
741	0.3837744584
742	0.3837472906
743	0.3837053935
744	0.3836711417
745	0.3836468882
746	0.3835815097
747	0.3835552266
748	0.3835245235
749	0.3834863892
750	0.3834582324
751	0.3834404626
752	0.3833999651
753	0.3833549835
754	0.3833259406
755	0.383281591
756	0.3832417142
757	0.3831829247
758	0.3831373028
759	0.3830979811
760	0.3830732503
761	0.3830476234
762	0.3830145604
763	0.3829916679
764	0.3829589661
765	0.3829095353
766	0.3828746427
767	0.3828358814
768	0.3827935232
769	0.3827553323
770	0.3827205008
771	0.3826859824
772	0.3826348014
773	0.3826192353
774	0.3825877843
775	0.3825351017
776	0.3824984829
777	0.3824667826
778	0.3824013216
779	0.3823501387
780	0.3822981086
781	0.3822468016
782	0.3822215154
783	0.3821875952
784	0.3821558809
785	0.3821065168
786	0.3820789522
787	0.3820542989
788	0.3820153467
789	0.381988622
790	0.3819398523
791	0.3818990849
792	0.381859204
793	0.3818154945
794	0.3817884348
795	0.3817359318
796	0.3817074272
797	0.3816643697
798	0.3816177601
799	0.3815807486
800	0.3815221097
801	0.3814860649
802	0.3814456576
803	0.3813959786
804	0.3813597794
805	0.3812897662
806	0.3812511769
807	0.3811982262
808	0.3811525761
809	0.3811199362
810	0.3810982578
811	0.381063434
812	0.3810392525
813	0.3810225882
814	0.3810024876
815	0.3809832801
816	0.3809176875
817	0.3808825426
818	0.3808403115
819	0.3808064766
820	0.3807730249
821	0.3807343817
822	0.380687581
823	0.3806700067
824	0.3806398415
825	0.3806097987
826	0.3805763678
827	0.3805649652
828	0.3805418159
829	0.3805241831
830	0.380489391
831	0.3804588785
832	0.3804068271
833	0.3803591552
834	0.3803050553
835	0.3802607459
836	0.380223561
837	0.3801814654
838	0.380145408
839	0.3800955036
840	0.380045466
841	0.3800070068
842	0.3799676597
843	0.379938528
844	0.3798961977
845	0.3798648356
846	0.3798106681
847	0.3797645395
848	0.3797188642
849	0.3797021164
850	0.3796461704
851	0.3796082913
852	0.3795742713
853	0.3795258494
854	0.3794964637
855	0.3794822692
856	0.3794667924
857	0.3794148017
858	0.3793905592
859	0.3793779669
860	0.3793523439
861	0.3793287872
862	0.3792918247
863	0.3792649677
864	0.3792318557
865	0.3792064204
866	0.3791805343
867	0.379161427
868	0.3791194569
869	0.3790751623
870	0.3790367884
871	0.3789829106
872	0.3789557874
873	0.3789223332
874	0.3788885308
875	0.3788568469
876	0.3788177235
877	0.3787907848
878	0.3787360064
879	0.3787084142
880	0.378660114
881	0.3786377573
882	0.3785959042
883	0.3785622279
884	0.378546474
885	0.3785022446
886	0.3784844132
887	0.3784544401
888	0.3784220857
889	0.3783827674
890	0.3783461171
891	0.3782986989
892	0.3782718883
893	0.3782125681
894	0.3781730937
895	0.3781335555
896	0.3781060513
897	0.3780663674
898	0.3780487314
899	0.3779967908
900	0.3779363333
901	0.3779186443
902	0.3778844169
903	0.3778482929
904	0.3778133271
905	0.3777754872
906	0.3777558039
907	0.3777255454
908	0.3776862036
909	0.3776709483
910	0.3776482069
911	0.3776187871
912	0.3776010455
913	0.3775715508
914	0.3775469287
915	0.377518924
916	0.3774928934
917	0.377450852
918	0.3774036725
919	0.3773620669
920	0.3773321858
921	0.3772969221
922	0.3772674079
923	0.3772178754
924	0.3771986701
925	0.3771545645
926	0.3771334532
927	0.3770864038
928	0.3770446166
929	0.377011851
930	0.3769947997
931	0.3769468111
932	0.3769106025
933	0.3768792768
934	0.376838556
935	0.3767936879
936	0.3767557552
937	0.3767109545
938	0.3766605544
939	0.3766428569
940	0.3766014306
941	0.3765665334
942	0.376527189
943	0.3764979944
944	0.3764424946
945	0.376393072
946	0.3763568951
947	0.376332331
948	0.3762925793
949	0.3762444967
950	0.3762235172
951	0.3761829377
952	0.3761601983
953	0.3761140305
954	0.3760836984
955	0.3760513712
956	0.3760237137
957	0.3759864966
958	0.3759556111
959	0.3759299665
960	0.3758989192
961	0.3758667178
962	0.3758316681
963	0.375780936
964	0.3757340522
965	0.3756910227
966	0.3756005269
967	0.3755584686
968	0.3755069435
969	0.3754921137
970	0.3754555894
971	0.3754168415
972	0.3753704736
973	0.3753517009
974	0.3753119819
975	0.3752793104
976	0.3752607343
977	0.375233263
978	0.3752021479
979	0.3751821618
980	0.375159804
981	0.3751165706
982	0.3750795098
983	0.3750436123
984	0.3749995085
985	0.3749612405
986	0.3749233844
987	0.3748967312
988	0.3748704683
989	0.3748307414
990	0.3747907425
991	0.3747555618
992	0.3747070888
993	0.3746789983
994	0.3746527895
995	0.374629353
996	0.3745891353
997	0.3745183783
998	0.3744728058
999	0.3744392273
1000	0.3744142863
1001	0.374370432
1002	0.3743353176
1003	0.3742961295
1004	0.3742764565
1005	0.3742465106
1006	0.3742258363
1007	0.3741900637
1008	0.3741559237
1009	0.3741117202
1010	0.3740563387
1011	0.3740140235
1012	0.3739788027
1013	0.3739571549
1014	0.3739151942
1015	0.3738834829
1016	0.3738457685
1017	0.3738222451
1018	0.3738087342
1019	0.3737694902
1020	0.373702584
1021	0.3736681645
1022	0.3736521879
1023	0.3736230178
1024	0.3735769084
1025	0.3735238416
1026	0.3734825597
1027	0.3734489587
1028	0.3734109549
1029	0.373384798
1030	0.3733485211
1031	0.3733122203
1032	0.3732607254
1033	0.3732200993
1034	0.373198124
1035	0.3731630777
1036	0.3731211956
1037	0.3730933172
1038	0.3730804418
1039	0.3730501527
1040	0.3730076065
1041	0.3729592305
1042	0.372936805
1043	0.3729055453
1044	0.3728565529
1045	0.3727957539
1046	0.3727731027
1047	0.3727356362
1048	0.3726851745
1049	0.3726502791
1050	0.3726257212
1051	0.3725734063
1052	0.3725177854
1053	0.3724851296
1054	0.3724605497
1055	0.3724347951
1056	0.3724225777
1057	0.3723682931
1058	0.3723479951
1059	0.3723292253
1060	0.3722939979
1061	0.3722712488
1062	0.3722587841
1063	0.3722456871
1064	0.3722073829
1065	0.3721628702
1066	0.3721353363
1067	0.3720745702
1068	0.3720292047
1069	0.3719758287
1070	0.3719360715
1071	0.3718701707
1072	0.3718209373
1073	0.3717804096
1074	0.3717431018
1075	0.371715524
1076	0.3716409384
1077	0.3716123542
1078	0.3715374241
1079	0.3715205869
1080	0.3714603518
1081	0.3714292045
1082	0.3713989488
1083	0.3713597343
1084	0.3713177271
1085	0.3712889391
1086	0.3712527639
1087	0.3711792451
1088	0.3711361138
1089	0.3710771881
1090	0.3710394001
1091	0.3710083239
1092	0.3709719956
1093	0.370951324
1094	0.3709232582
1095	0.3708799698
1096	0.3708377077
1097	0.3708040144
1098	0.3707245134
1099	0.3706798022
1100	0.3706536212
1101	0.370631739
1102	0.3705951583
1103	0.3705517748
1104	0.3704930748
1105	0.370434659
1106	0.3703728829
1107	0.3702958916
1108	0.3702767916
1109	0.3702299502
1110	0.3701807589
1111	0.3700908218
1112	0.3700425572
1113	0.3700097541
1114	0.3699728615
1115	0.369943981
1116	0.3699170333
1117	0.3698780304
1118	0.3698239679
1119	0.3697829018
1120	0.3697460644
1121	0.3697279606
1122	0.369678966
1123	0.3696628966
1124	0.3695947031
1125	0.3695625968
1126	0.3695136385
1127	0.3694806748
1128	0.369428531
1129	0.3693846058
1130	0.369339752
1131	0.3692806654
1132	0.3692305925
1133	0.3691685733
1134	0.3691201022
1135	0.3690604951
1136	0.3690284797
1137	0.3689975837
1138	0.3689428944
1139	0.3688999823
1140	0.3688564353
1141	0.3688083534
1142	0.3687818226
1143	0.3687335048
1144	0.3687089747
1145	0.3686576623
1146	0.3686180012
1147	0.3685829414
1148	0.3685447286
1149	0.3685129415
1150	0.3684807416
1151	0.368449026
1152	0.368328286
1153	0.3682843898
1154	0.3682229301
1155	0.3681816129
1156	0.3681687953
1157	0.3680929293
1158	0.3680622736
1159	0.3680268358
1160	0.3679617689
1161	0.3679277532
1162	0.3678800781
1163	0.3678341957
1164	0.3677906833
1165	0.3677553673
1166	0.3677241135
1167	0.3677001192
1168	0.3676441631
1169	0.3675924209
1170	0.3675405256
1171	0.3674885583
1172	0.367444047
1173	0.3673876027
1174	0.3673521775
1175	0.3673005438
1176	0.3672712821
1177	0.3672343796
1178	0.367186316
1179	0.3671441418
1180	0.3671005778
1181	0.367059573
1182	0.3670013417
1183	0.3669468086
1184	0.3668880395
1185	0.366851666
1186	0.3667578927
1187	0.3667120365
1188	0.3666849227
1189	0.3666628082
1190	0.3666059754
1191	0.3665733271
1192	0.3665257147
1193	0.3664953598
1194	0.3664510734
1195	0.3664018641
1196	0.3663651186
1197	0.3663203437
1198	0.3662666677
1199	0.3662202448
1200	0.3661874671
1201	0.3661270047
1202	0.366072257
1203	0.3660084257
1204	0.3659745677
1205	0.3659178399
1206	0.3658630355
1207	0.3658331835
1208	0.36576388
1209	0.3657132374
1210	0.3656806592
1211	0.3656355803
1212	0.3656023122
1213	0.3655564999
1214	0.3655051913
1215	0.3654486848
1216	0.3653978177
1217	0.3653528867
1218	0.365321312
1219	0.3652854098
1220	0.3652234194
1221	0.3651524404
1222	0.3650937557
1223	0.3650556595
1224	0.3649999397
1225	0.364939732
1226	0.3648973804
1227	0.3648684314
1228	0.3648313745
1229	0.3647539788
1230	0.3647063966
1231	0.3646536749
1232	0.3646288041
1233	0.3645899633
1234	0.3645422875
1235	0.3644945156
1236	0.3644297019
1237	0.3643767417
1238	0.3643429299
1239	0.364295565
1240	0.3642492685
1241	0.3641868213
1242	0.3641315029
1243	0.364089048
1244	0.364009955
1245	0.3639619658
1246	0.3639068376
1247	0.3638231036
1248	0.3637998295
1249	0.363739314
1250	0.3636838094
1251	0.3636182794
1252	0.3635727652
1253	0.3635143206
1254	0.3634684939
1255	0.3634152719
1256	0.3633601331
1257	0.3633233119
1258	0.3632533652
1259	0.3632004723
