iter	Passed	Remaining
332	1983	5522
333	1989	5514
334	1993	5504
335	1997	5492
336	2002	5484
337	2007	5474
338	2011	5463
339	2016	5457
340	2021	5448
341	2026	5438
342	2031	5431
343	2036	5423
344	2040	5412
345	2045	5403
346	2051	5397
347	2057	5391
348	2066	5393
349	2070	5382
350	2075	5373
351	2082	5371
352	2086	5361
353	2091	5352
354	2097	5347
355	2102	5339
356	2109	5336
357	2117	5334
358	2122	5327
359	2127	5319
360	2132	5309
361	2138	5305
362	2145	5300
363	2150	5294
364	2155	5285
365	2166	5290
366	2174	5290
367	2179	5283
368	2184	5275
369	2191	5270
370	2201	5275
371	2208	5271
372	2214	5265
373	2218	5256
374	2227	5256
375	2232	5248
376	2238	5242
377	2243	5235
378	2248	5225
379	2252	5215
380	2258	5211
381	2263	5202
382	2269	5195
383	2275	5189
384	2278	5179
385	2282	5169
386	2292	5170
387	2297	5164
388	2304	5159
389	2309	5151
390	2316	5149
391	2324	5146
392	2327	5135
393	2333	5128
394	2340	5125
395	2344	5115
396	2349	5107
397	2357	5105
398	2361	5095
399	2369	5093
400	2375	5088
401	2380	5081
402	2385	5073
403	2392	5068
404	2397	5061
405	2402	5053
406	2416	5064
407	2420	5055
408	2426	5048
409	2430	5039
410	2435	5031
411	2442	5026
412	2446	5016
413	2451	5009
414	2457	5003
415	2463	4997
416	2469	4991
417	2473	4982
418	2477	4972
419	2482	4965
420	2487	4957
421	2491	4947
422	2497	4941
423	2502	4934
424	2506	4925
425	2511	4917
426	2516	4908
427	2520	4899
428	2525	4891
429	2529	4882
430	2535	4876
431	2540	4868
432	2548	4867
433	2552	4858
434	2557	4849
435	2562	4843
436	2567	4835
437	2571	4826
438	2576	4819
439	2581	4811
440	2585	4802
441	2591	4795
442	2596	4788
443	2601	4780
444	2605	4771
445	2611	4766
446	2616	4758
447	2620	4750
448	2627	4745
449	2632	4737
450	2636	4729
451	2641	4721
452	2646	4715
453	2651	4707
454	2656	4700
455	2662	4695
456	2669	4691
457	2674	4683
458	2679	4675
459	2685	4669
460	2689	4661
461	2693	4653
462	2698	4645
463	2703	4638
464	2707	4629
465	2712	4622
466	2717	4614
467	2721	4605
468	2726	4598
469	2730	4589
470	2737	4586
471	2742	4578
472	2747	4571
473	2752	4565
474	2756	4556
475	2762	4549
476	2768	4545
477	2774	4538
478	2778	4530
479	2784	4524
480	2791	4521
481	2796	4513
482	2805	4512
483	2809	4505
484	2814	4497
485	2820	4492
486	2825	4485
487	2833	4483
488	2840	4478
489	2845	4470
490	2849	4462
491	2858	4462
492	2864	4456
493	2870	4451
494	2880	4451
495	2885	4445
496	2893	4441
497	2899	4436
498	2906	4432
499	2911	4425
500	2927	4434
501	2931	4426
502	2935	4418
503	2941	4412
504	2949	4409
505	2956	4406
506	2963	4401
507	2971	4398
508	2976	4391
509	2980	4383
510	2987	4378
511	2993	4372
512	2997	4365
513	3006	4364
514	3012	4357
515	3017	4350
516	3025	4348
517	3030	4340
518	3036	4334
519	3044	4332
520	3050	4326
521	3054	4319
522	3060	4312
523	3065	4306
524	3075	4305
525	3081	4299
526	3086	4293
527	3093	4288
528	3097	4280
529	3104	4275
530	3111	4271
531	3116	4264
532	3122	4259
533	3135	4262
534	3139	4254
535	3147	4251
536	3152	4244
537	3157	4237
538	3161	4229
539	3165	4221
540	3169	4212
541	3175	4206
542	3180	4199
543	3184	4191
544	3190	4185
545	3197	4180
546	3202	4174
547	3210	4171
548	3215	4164
549	3223	4160
550	3230	4156
551	3236	4150
552	3243	4146
553	3247	4138
554	3268	4151
555	3276	4148
556	3280	4141
557	3288	4137
558	3299	4137
559	3307	4134
560	3312	4127
561	3322	4126
562	3328	4120
563	3342	4124
564	3346	4116
565	3351	4108
566	3359	4106
567	3365	4099
568	3371	4094
569	3378	4090
570	3383	4082
571	3391	4078
572	3397	4073
573	3403	4067
574	3412	4065
575	3417	4058
576	3425	4054
577	3432	4049
578	3436	4042
579	3444	4038
580	3451	4033
581	3461	4031
582	3474	4034
583	3479	4027
584	3487	4023
585	3492	4016
586	3497	4009
587	3503	4003
588	3507	3996
589	3512	3989
590	3517	3982
591	3522	3974
592	3528	3968
593	3539	3968
594	3543	3959
595	3548	3953
596	3553	3946
597	3557	3938
598	3563	3931
599	3568	3924
600	3571	3916
601	3579	3912
602	3586	3907
603	3590	3899
604	3594	3891
605	3599	3884
606	3603	3876
607	3607	3868
608	3612	3861
609	3616	3853
610	3621	3846
611	3626	3840
612	3631	3832
613	3636	3825
614	3642	3819
615	3648	3814
616	3651	3805
617	3656	3798
618	3662	3792
619	3665	3784
620	3670	3776
621	3677	3772
622	3682	3765
623	3689	3760
624	3698	3757
625	3704	3752
626	3713	3748
627	3717	3741
628	3723	3735
629	3732	3732
630	3737	3725
631	3744	3720
632	3749	3714
633	3756	3709
634	3760	3701
635	3764	3693
636	3770	3687
637	3776	3682
638	3782	3675
639	3787	3668
640	3793	3663
641	3799	3657
642	3810	3656
643	3815	3649
644	3826	3648
645	3830	3640
646	3838	3636
647	3845	3631
648	3852	3626
649	3857	3620
650	3861	3612
651	3866	3605
652	3873	3600
653	3880	3596
654	3889	3592
655	3894	3586
656	3902	3581
657	3906	3574
658	3912	3567
659	3919	3563
660	3924	3556
661	3928	3548
662	3935	3543
663	3940	3536
664	3944	3529
665	3950	3523
666	3954	3515
667	3960	3509
668	3966	3504
669	3972	3498
670	3977	3491
671	3983	3485
672	3987	3478
673	3993	3472
674	3998	3465
675	4002	3457
676	4006	3450
677	4010	3442
678	4015	3436
679	4020	3429
680	4024	3422
681	4030	3415
682	4034	3408
683	4039	3401
684	4043	3394
685	4050	3388
686	4053	3381
687	4058	3374
688	4065	3368
689	4068	3361
690	4073	3354
691	4079	3348
692	4083	3341
693	4088	3334
694	4094	3328
695	4098	3321
696	4102	3313
697	4110	3309
698	4115	3303
699	4122	3297
700	4128	3291
701	4137	3288
702	4143	3282
703	4147	3275
704	4152	3268
705	4158	3262
706	4165	3257
707	4170	3251
708	4175	3244
709	4179	3237
710	4184	3231
711	4192	3226
712	4196	3219
713	4202	3213
714	4209	3208
715	4213	3201
716	4218	3194
717	4224	3188
718	4228	3181
719	4232	3174
720	4238	3168
721	4243	3161
722	4247	3154
723	4254	3149
724	4259	3143
725	4263	3136
726	4275	3134
727	4280	3128
728	4293	3127
729	4298	3121
730	4304	3115
731	4308	3107
732	4313	3101
733	4317	3094
734	4322	3087
735	4329	3082
736	4337	3078
737	4342	3071
738	4346	3064
739	4351	3057
740	4360	3054
741	4365	3047
742	4370	3041
743	4375	3034
744	4379	3027
745	4385	3021
746	4389	3014
747	4394	3008
748	4402	3003
749	4413	3001
750	4420	2996
751	4425	2989
752	4431	2983
753	4436	2977
754	4443	2972
755	4450	2966
756	4454	2959
757	4466	2957
758	4471	2951
759	4479	2946
760	4483	2940
761	4488	2933
762	4503	2933
763	4515	2931
764	4520	2925
765	4528	2920
766	4535	2915
767	4539	2908
768	4547	2903
769	4551	2896
770	4565	2895
771	4568	2888
772	4575	2882
773	4580	2875
774	4592	2873
775	4596	2867
776	4601	2860
777	4612	2857
778	4617	2850
779	4630	2849
780	4641	2846
781	4647	2840
782	4652	2834
783	4662	2831
784	4668	2824
785	4687	2827
786	4692	2820
787	4696	2813
788	4702	2807
789	4707	2800
790	4711	2793
791	4718	2787
792	4722	2780
793	4726	2773
794	4733	2768
795	4739	2762
796	4743	2755
797	4750	2750
798	4755	2743
799	4762	2738
800	4769	2732
801	4773	2726
802	4779	2719
803	4784	2713
804	4790	2707
805	4797	2702
806	4803	2696
807	4811	2691
808	4817	2685
809	4826	2681
810	4832	2675
811	4837	2669
812	4842	2662
813	4848	2656
814	4852	2649
815	4859	2644
816	4864	2637
817	4871	2632
818	4876	2625
819	4882	2619
820	4890	2614
821	4899	2610
822	4906	2605
823	4912	2599
824	4918	2593
825	4930	2590
826	4935	2584
827	4942	2578
828	4949	2573
829	4956	2568
830	4977	2569
831	4984	2564
832	4990	2558
833	4998	2553
834	5016	2553
835	5021	2546
836	5032	2543
837	5037	2536
838	5042	2530
839	5050	2525
840	5056	2519
841	5064	2514
842	5070	2507
843	5077	2502
844	5085	2497
845	5089	2490
846	5100	2487
847	5105	2480
848	5115	2476
849	5120	2469
850	5127	2464
851	5135	2459
852	5142	2453
853	5153	2450
854	5164	2446
855	5171	2440
856	5175	2433
857	5180	2427
858	5189	2422
859	5194	2415
860	5198	2408
861	5203	2402
862	5210	2396
863	5216	2390
864	5220	2384
865	5225	2377
866	5232	2371
867	5236	2364
868	5240	2358
869	5248	2352
870	5252	2345
871	5258	2339
872	5265	2334
873	5269	2327
874	5274	2320
875	5281	2315
876	5285	2308
877	5289	2301
878	5294	2295
879	5299	2288
880	5303	2281
881	5308	2275
882	5313	2268
883	5318	2262
884	5325	2256
885	5329	2249
886	5335	2243
887	5339	2237
888	5344	2230
889	5350	2224
890	5354	2217
891	5360	2211
892	5364	2204
893	5369	2198
894	5374	2191
895	5378	2185
896	5382	2178
897	5390	2172
898	5395	2166
899	5402	2160
900	5406	2154
901	5410	2147
902	5416	2141
903	5421	2135
904	5426	2128
905	5432	2122
906	5440	2117
907	5445	2111
908	5451	2104
909	5454	2097
910	5459	2091
911	5464	2085
912	5469	2078
913	5474	2072
914	5478	2065
915	5483	2059
916	5488	2052
917	5493	2046
918	5497	2039
919	5503	2033
920	5508	2027
921	5512	2020
922	5518	2014
923	5525	2009
924	5531	2003
925	5536	1996
926	5540	1990
927	5546	1984
928	5550	1977
929	5554	1971
930	5560	1964
931	5564	1958
932	5568	1951
933	5573	1945
934	5579	1939
935	5583	1932
936	5589	1926
937	5594	1920
938	5598	1913
939	5601	1907
940	5606	1900
941	5610	1894
942	5617	1888
943	5622	1882
944	5628	1876
945	5632	1869
946	5638	1863
947	5643	1857
948	5647	1850
949	5662	1847
950	5674	1843
951	5687	1839
952	5692	1833
953	5700	1828
954	5711	1824
955	5716	1817
956	5723	1812
957	5728	1806
958	5738	1801
959	5743	1794
960	5747	1788
961	5752	1781
962	5759	1776
963	5766	1770
964	5775	1765
965	5780	1759
966	5786	1753
967	5792	1747
968	5797	1741
969	5802	1734
970	5809	1729
971	5815	1722
972	5825	1718
973	5829	1711
974	5835	1705
975	5840	1699
976	5858	1696
977	5872	1693
978	5880	1687
979	5885	1681
980	5890	1675
981	5896	1669
982	5902	1663
983	5909	1657
984	5913	1651
985	5919	1644
986	5926	1639
987	5931	1633
988	5936	1626
989	5941	1620
990	5953	1616
991	5958	1609
992	5967	1604
993	5972	1598
994	5976	1591
995	5984	1586
996	5991	1580
997	5996	1574
998	6002	1568
999	6006	1561
1000	6012	1555
1001	6017	1549
1002	6021	1542
1003	6027	1536
1004	6034	1531
1005	6038	1524
1006	6042	1518
1007	6049	1512
1008	6054	1506
1009	6059	1499
1010	6063	1493
1011	6070	1487
1012	6074	1481
1013	6078	1474
1014	6084	1468
1015	6089	1462
1016	6094	1456
1017	6098	1449
1018	6101	1443
1019	6106	1436
1020	6111	1430
1021	6115	1424
1022	6119	1417
1023	6126	1411
1024	6130	1405
1025	6134	1399
1026	6140	1393
1027	6146	1387
1028	6152	1381
1029	6156	1374
1030	6161	1368
1031	6165	1362
1032	6170	1355
1033	6176	1349
1034	6179	1343
1035	6183	1336
1036	6189	1331
1037	6193	1324
1038	6197	1318
1039	6205	1312
1040	6210	1306
1041	6214	1300
1042	6218	1293
1043	6223	1287
1044	6228	1281
1045	6233	1275
1046	6239	1269
1047	6244	1263
1048	6248	1256
1049	6254	1250
1050	6258	1244
1051	6262	1238
1052	6268	1232
1053	6273	1226
1054	6277	1219
1055	6282	1213
1056	6286	1207
1057	6291	1201
1058	6295	1194
1059	6299	1188
1060	6305	1182
1061	6309	1176
1062	6313	1170
1063	6319	1164
1064	6324	1158
1065	6329	1151
1066	6334	1145
1067	6340	1139
1068	6345	1133
1069	6349	1127
1070	6357	1121
1071	6362	1115
1072	6370	1110
1073	6376	1104
1074	6381	1098
1075	6385	1091
1076	6391	1085
1077	6396	1079
1078	6401	1073
1079	6405	1067
1080	6410	1061
1081	6415	1055
1082	6419	1049
1083	6424	1043
1084	6428	1036
1085	6434	1030
1086	6439	1024
1087	6443	1018
1088	6448	1012
1089	6453	1006
1090	6457	1000
1091	6462	994
1092	6468	988
1093	6471	982
1094	6476	975
1095	6481	969
1096	6485	963
1097	6491	957
1098	6497	951
1099	6504	946
1100	6509	940
1101	6513	933
1102	6519	927
1103	6525	922
1104	6529	915
1105	6534	909
1106	6540	903
1107	6544	897
1108	6549	891
1109	6555	885
1110	6561	879
1111	6566	873
1112	6570	867
1113	6576	861
1114	6582	855
1115	6588	850
1116	6592	843
1117	6598	838
1118	6605	832
1119	6609	826
1120	6614	820
1121	6620	814
1122	6624	808
1123	6628	802
1124	6634	796
1125	6638	790
1126	6643	784
1127	6650	778
1128	6656	772
1129	6663	766
1130	6669	760
1131	6673	754
1132	6679	748
1133	6685	742
1134	6690	736
1135	6694	730
1136	6700	724
1137	6704	718
1138	6708	712
1139	6714	706
1140	6719	700
1141	6724	694
1142	6729	688
1143	6733	682
1144	6738	676
1145	6743	670
1146	6750	665
1147	6754	658
1148	6758	652
1149	6763	646
1150	6768	640
1151	6772	634
1152	6777	628
1153	6781	622
1154	6786	616
1155	6791	611
1156	6795	604
1157	6800	599
1158	6806	593
1159	6811	587
1160	6816	581
1161	6821	575
1162	6826	569
1163	6831	563
1164	6835	557
1165	6841	551
1166	6846	545
1167	6852	539
1168	6856	533
1169	6863	527
1170	6871	522
1171	6879	516
1172	6886	510
1173	6890	504
1174	6894	498
1175	6908	493
1176	6914	487
1177	6920	481
1178	6926	475
1179	6935	470
1180	6941	464
1181	6950	458
1182	6955	452
1183	6960	446
1184	6970	441
1185	6976	435
1186	6995	430
1187	7002	424
1188	7009	418
1189	7013	412
1190	7018	406
1191	7023	400
1192	7029	394
1193	7034	388
1194	7039	382
1195	7045	377
1196	7050	371
1197	7060	365
1198	7065	359
1199	7069	353
1200	7075	347
1201	7081	341
1202	7087	335
1203	7092	329
1204	7097	323
1205	7102	318
1206	7109	312
1207	7114	306
1208	7119	300
1209	7124	294
1210	7130	288
1211	7137	282
1212	7142	276
1213	7147	270
1214	7153	264
1215	7160	259
1216	7165	253
1217	7170	247
1218	7176	241
1219	7182	235
1220	7192	229
1221	7196	223
1222	7201	217
1223	7206	211
1224	7212	206
1225	7218	200
1226	7223	194
1227	7227	188
1228	7232	182
1229	7238	176
1230	7243	170
1231	7247	164
1232	7253	158
1233	7258	152
1234	7262	147
1235	7268	141
1236	7273	135
1237	7277	129
1238	7284	123
1239	7289	117
1240	7294	111
1241	7298	105
1242	7306	99
1243	7312	94
1244	7316	88
1245	7321	82
1246	7327	76
1247	7333	70
1248	7338	64
1249	7342	58
1250	7347	52
1251	7353	46
1252	7357	41
1253	7362	35
1254	7368	29
1255	7374	23
1256	7378	17
1257	7385	11
1258	7393	5
1259	7403	0
