iter	Logloss
477	0.3541519584
478	0.3540470813
479	0.3539311836
480	0.3538650905
481	0.3537756329
482	0.3537136732
483	0.353635242
484	0.3535780399
485	0.3534516431
486	0.3533987672
487	0.3532951974
488	0.3532336047
489	0.353181485
490	0.3530847308
491	0.3530545032
492	0.3530332067
493	0.3529711542
494	0.3529103053
495	0.3528479146
496	0.3528098849
497	0.3526908463
498	0.352567241
499	0.3525229495
500	0.3524568204
501	0.3523538563
502	0.3523075575
503	0.352238819
504	0.3521534866
505	0.3520528017
506	0.3519750264
507	0.3518974526
508	0.3517033054
509	0.351599934
510	0.3515415778
511	0.3513752797
512	0.3512806188
513	0.3510578428
514	0.350944989
515	0.3509189949
516	0.3508940058
517	0.3508198928
518	0.350673159
519	0.3506122662
520	0.3505154152
521	0.3503916104
522	0.3503357878
523	0.3502525316
524	0.3501038984
525	0.3500799336
526	0.3500113289
527	0.3498611674
528	0.3498190133
529	0.3496821159
530	0.3496095039
531	0.3495436881
532	0.3494640949
533	0.3494166405
534	0.3493558424
535	0.3492649371
536	0.3491837639
537	0.3490624765
538	0.348991245
539	0.3489189782
540	0.3488509119
541	0.3487778943
542	0.3486996452
543	0.3485892845
544	0.3485492533
545	0.3484573101
546	0.3483258267
547	0.3482891775
548	0.3482147085
549	0.3481591431
550	0.3480682413
551	0.3479992686
552	0.347963229
553	0.3478072944
554	0.3477395126
555	0.3476457903
556	0.3476035027
557	0.3475605211
558	0.3474351532
559	0.3473579706
560	0.3473081338
561	0.3472559196
562	0.3471736919
563	0.3471283026
564	0.3470338182
565	0.3469542879
566	0.3468791386
567	0.3468425074
568	0.3466691336
569	0.3465841799
570	0.346461281
571	0.346330541
572	0.3462609379
573	0.3461705056
574	0.346040986
575	0.3459713828
576	0.3458811027
577	0.3457760154
578	0.345671484
579	0.345618171
580	0.3455810277
581	0.3454987752
582	0.345424076
583	0.3453305024
584	0.3452682256
585	0.3451778545
586	0.3451678934
587	0.3451312731
588	0.3449893872
589	0.3449556483
590	0.3448969412
591	0.3448250171
592	0.3447612734
593	0.3446812733
594	0.3446152725
595	0.3445140024
596	0.3444179346
597	0.3443238315
598	0.3442597462
599	0.3441573749
600	0.3440800668
601	0.3440466871
602	0.3440142068
603	0.3439478843
604	0.3438850471
605	0.3437654638
606	0.3436792943
607	0.3436147046
608	0.3435219536
609	0.343436001
610	0.3432734227
611	0.3430959695
612	0.3430409279
613	0.343007754
614	0.3429447014
615	0.3429097115
616	0.342858089
617	0.3428157186
618	0.3427639015
619	0.3426943504
620	0.3426645091
621	0.3425347331
622	0.3424656312
623	0.3424204313
624	0.3423563339
625	0.3422132763
626	0.342169799
627	0.3420874496
628	0.3419944345
629	0.3418841064
630	0.3418153186
631	0.3417184346
632	0.341671163
633	0.3416350476
634	0.3415817045
635	0.3415140758
636	0.3414608195
637	0.3413538161
638	0.3412403919
639	0.3412048364
640	0.3411057283
641	0.3410301444
642	0.3409642273
643	0.3409386423
644	0.3408722655
645	0.3407415819
646	0.3407193417
647	0.3406703171
648	0.34062565
649	0.3405416651
650	0.3404060251
651	0.3403585673
652	0.3403146212
653	0.34028317
654	0.3402206204
655	0.3401591281
656	0.3400957271
657	0.3399857156
658	0.3398664646
659	0.3398092685
660	0.3397633853
661	0.3397188736
662	0.3396803206
663	0.3396311112
664	0.339549544
665	0.3394698573
666	0.3394381725
667	0.3393691331
668	0.3392760973
669	0.3391692179
670	0.3391061321
671	0.3390807273
672	0.3390530127
673	0.3389420282
674	0.3388423203
675	0.3387926241
676	0.3387471409
677	0.3386271118
678	0.3385434414
679	0.3385217971
680	0.3384638464
681	0.3384130363
682	0.3383246396
683	0.338253219
684	0.3382078556
685	0.3381703285
686	0.3381150022
687	0.3380306042
688	0.3379511671
689	0.3378416559
690	0.3377981757
691	0.3377017004
692	0.3376528306
693	0.3375935791
694	0.3375297674
695	0.3374697437
696	0.3373619208
697	0.3373282143
698	0.3372676019
699	0.3371809308
700	0.3370750606
701	0.337011349
702	0.3369697182
703	0.336883422
704	0.3367938986
705	0.3366921286
706	0.3366388024
707	0.3365852988
708	0.3364526057
709	0.3363886444
710	0.3363479514
711	0.3362495936
712	0.3361793041
713	0.3361461438
714	0.3360413662
715	0.3360109222
716	0.3359386536
717	0.3358842163
718	0.3358185349
719	0.3357881192
720	0.3357119093
721	0.3356098148
722	0.3355873536
723	0.3355171295
724	0.3354376708
725	0.3353240629
726	0.3352789961
727	0.335178648
728	0.3350440159
729	0.3349143328
730	0.3348746716
731	0.3348581967
732	0.3347854653
733	0.3346529934
734	0.3345563601
735	0.3344702927
736	0.3344353113
737	0.3343462897
738	0.334331597
739	0.3343141555
740	0.334257202
741	0.3342489977
742	0.3341835257
743	0.3340607218
744	0.334025013
745	0.3339458755
746	0.3338741403
747	0.3337837621
748	0.3337661257
749	0.3336807702
750	0.3336104177
751	0.3335488797
752	0.3334318555
753	0.3333855299
754	0.3333253567
755	0.3332651031
756	0.333223943
757	0.3331487466
758	0.3331001296
759	0.3330051854
760	0.3329345819
761	0.3328670422
762	0.3328215879
763	0.3327771474
764	0.332718254
765	0.3326695015
766	0.3326400196
767	0.3325971046
768	0.3324537454
769	0.3324014321
770	0.3323322743
771	0.3322820335
772	0.3322353274
773	0.3320921119
774	0.3319770969
775	0.3318625735
776	0.3318024947
777	0.3317379057
778	0.3316961203
779	0.3316576856
780	0.3316228537
781	0.331482116
782	0.3314499128
783	0.3313275688
784	0.3312998102
785	0.3312278908
786	0.3311269021
787	0.3310807926
788	0.3310218033
789	0.3309627028
790	0.3309337602
791	0.3309065079
792	0.3308527509
793	0.3308153512
794	0.3307639822
795	0.330738452
796	0.3306733837
797	0.3306489812
798	0.3305940662
799	0.3305368718
800	0.3305031338
801	0.3303821277
802	0.3303343262
803	0.3302645663
804	0.3302362218
805	0.330166745
806	0.3301274976
807	0.3300722126
808	0.3300106303
809	0.3299066685
810	0.3298560124
811	0.3297809028
812	0.3296784113
813	0.3295745982
814	0.3294933474
815	0.3294532503
816	0.3294326696
817	0.3293375968
818	0.3292225412
819	0.3292036821
820	0.3291197344
821	0.3290603428
822	0.3289847652
823	0.328936022
824	0.3288716904
825	0.3288280644
826	0.3287563898
827	0.3287365606
828	0.328662479
829	0.3286272687
830	0.3284892006
831	0.328443625
832	0.3283286703
833	0.3282968693
834	0.3282194034
835	0.3281745133
836	0.3281511173
837	0.3280824841
838	0.3280396648
839	0.3279632007
840	0.3278952224
841	0.3278604868
842	0.3278127839
843	0.3276756447
844	0.327608096
845	0.327564998
846	0.327518611
847	0.3274592205
848	0.3274133314
849	0.3273163496
850	0.3272779776
851	0.3270388164
852	0.3269733796
853	0.3268939384
854	0.326836862
855	0.3267648768
856	0.3267045475
857	0.3266285255
858	0.3266004904
859	0.3265450768
860	0.3264715594
861	0.3264394822
862	0.3263468929
863	0.3262677268
864	0.3261224476
865	0.3260322339
866	0.3259934222
867	0.3259374469
868	0.3258985432
869	0.3258612048
870	0.32577873
871	0.3257537646
872	0.3256878275
873	0.3255859578
874	0.3254737259
875	0.3254474764
876	0.325371234
877	0.3253419153
878	0.3252627875
879	0.3252536417
880	0.3252080338
881	0.3251752375
882	0.3250516671
883	0.3249879224
884	0.3249187308
885	0.3248661699
886	0.3248238205
887	0.3247942505
888	0.3247764252
889	0.3247269015
890	0.3246747165
891	0.3246047354
892	0.3245885728
893	0.3245188786
894	0.3244596994
895	0.324438208
896	0.3244110784
897	0.3243795633
898	0.3243498053
899	0.3242791372
900	0.3241742012
901	0.3240426683
902	0.3239806185
903	0.3239454984
904	0.3238785965
905	0.3238273825
906	0.3238042019
907	0.3237858457
908	0.3237753237
909	0.3236837924
910	0.323510535
911	0.3234726973
912	0.3234573162
913	0.3233651281
914	0.3233399965
915	0.3232525433
916	0.3231911781
917	0.3231476365
918	0.3230723021
919	0.323050092
920	0.3230229652
921	0.3229371369
922	0.3228909974
923	0.3228549425
924	0.3228175718
925	0.3227509756
926	0.3226081373
927	0.3225443055
928	0.3224486952
929	0.3224134244
930	0.3223609493
931	0.3223445044
932	0.3223182234
933	0.322298519
934	0.3222662567
935	0.3222110335
936	0.3222017304
937	0.3221571843
938	0.3221003963
939	0.3220783451
940	0.3219890088
941	0.3219562731
942	0.3218041284
943	0.3217780047
944	0.3217230623
945	0.3216411841
946	0.3215925685
947	0.3215276013
948	0.3214856281
949	0.3214455633
950	0.3213982026
951	0.3213444808
952	0.3212569933
953	0.3211622974
954	0.3211074652
955	0.3210450758
956	0.3209787933
957	0.3209526387
958	0.3208982906
959	0.3208545316
960	0.3207682319
961	0.320670752
962	0.3205927224
963	0.3205405068
964	0.3204487259
965	0.320401113
966	0.3203298179
967	0.3202789789
968	0.320244115
969	0.3201750009
970	0.3201091279
971	0.3200571923
972	0.3200223904
973	0.3199997183
974	0.3199661379
975	0.3199337176
976	0.3199032067
977	0.3198646485
978	0.3198270926
979	0.3197952986
980	0.3197079062
981	0.3196567206
982	0.3196124181
983	0.3195883923
984	0.3195429428
985	0.3194734973
986	0.3193373005
987	0.3193325708
988	0.319307575
989	0.3192707375
990	0.3192609949
991	0.3191541169
992	0.3190739601
993	0.3190073336
994	0.3189333772
995	0.3188595472
996	0.3187882972
997	0.3187008857
998	0.3186250813
999	0.3185155095
1000	0.3184723805
1001	0.318429309
1002	0.318393536
1003	0.3183642811
1004	0.3183122828
1005	0.3182482259
1006	0.3182192834
1007	0.3182008305
1008	0.318135173
1009	0.3180807903
1010	0.31801526
1011	0.3179737253
1012	0.3179244837
1013	0.3178958534
1014	0.3178433218
1015	0.3177883494
1016	0.3177566445
1017	0.3176838109
1018	0.3176209416
1019	0.3175851398
1020	0.3175379011
1021	0.3174722771
1022	0.3174267982
1023	0.3173892699
1024	0.3173434127
1025	0.3173022204
1026	0.3172780382
1027	0.31726623
1028	0.3172255073
1029	0.3171839651
1030	0.3171491952
1031	0.3170799993
1032	0.3170120582
1033	0.3169749088
1034	0.3169544853
1035	0.3169299319
1036	0.3168917226
1037	0.3168558876
1038	0.3168177355
1039	0.3167807702
1040	0.3167210336
1041	0.3166740492
1042	0.3165784469
1043	0.3165396988
1044	0.3165151712
1045	0.3164905816
1046	0.3164386757
1047	0.3163611529
1048	0.316317388
1049	0.3162757524
1050	0.3162386745
1051	0.3161864249
1052	0.3161034762
1053	0.3160730288
1054	0.316016896
1055	0.3159353887
1056	0.3158979876
1057	0.315853288
1058	0.3158191761
1059	0.3157977207
1060	0.3157435291
1061	0.3156728608
1062	0.3156348028
1063	0.3155811464
1064	0.3155460329
1065	0.3155296808
1066	0.3154945037
1067	0.3154517774
1068	0.3154036323
1069	0.3153462168
1070	0.3153013576
1071	0.3152472577
1072	0.3152298725
1073	0.3151974835
1074	0.3151232119
1075	0.3150943946
1076	0.3150695867
1077	0.3149479864
1078	0.3149042586
1079	0.3148684549
1080	0.3148503488
1081	0.314798888
1082	0.3147602928
1083	0.3147136823
1084	0.314648811
1085	0.3145771099
1086	0.314489089
1087	0.3144348991
1088	0.3143982447
1089	0.3143406078
1090	0.3143017983
1091	0.3142776787
1092	0.3142325728
1093	0.3142131861
1094	0.3141904446
1095	0.3141267875
1096	0.3141147595
1097	0.3140848134
